ANO;TITULO;AUTORES
2020;Deep Learning For Multigrade Brain Tumor Classification In Smart Healthcare Systems: A Prospective Survey;Victor Hugo Costa De Albuquerque
2020;Deepres: A Deep Learning-Based Video Summarization Strategy For Resource-Constrained Industrial Surveillance Scenarios;Khan Muhammad
2020;Deepres: A Deep Learning-Based Video Summarization Strategy For Resource-Constrained Industrial Surveillance Scenarios;Tanveer Hussain
2020;Deepres: A Deep Learning-Based Video Summarization Strategy For Resource-Constrained Industrial Surveillance Scenarios;Javier Del Ser
2020;Deepres: A Deep Learning-Based Video Summarization Strategy For Resource-Constrained Industrial Surveillance Scenarios;Vasile Palade
2020;Deepres: A Deep Learning-Based Video Summarization Strategy For Resource-Constrained Industrial Surveillance Scenarios;Victor Hugo Costa De Albuquerque
2020;Draga De Ar / Air Dredger;Claudio Matheus Silva Lobato Ferreira
2020;Draga De Ar / Air Dredger;João Batista Furlan Duarte
2020;Draga De Ar / Air Dredger;Levy Galas Jacob
2020;Draga De Ar / Air Dredger;Edson Augusto Soares Lopes
2020;Draga De Ar / Air Dredger;Ricardo Gomes Félix Júnior
2020;Draga De Ar / Air Dredger;Romário Nogueira Monteiro
2020;Edge Intelligence-Assisted Smoke Detection In Foggy Surveillance Environments;Khan Muhammad
2020;Edge Intelligence-Assisted Smoke Detection In Foggy Surveillance Environments;Salman Khan
2020;Edge Intelligence-Assisted Smoke Detection In Foggy Surveillance Environments;Vasile Palade
2020;Edge Intelligence-Assisted Smoke Detection In Foggy Surveillance Environments;Irfan Mehmood
2020;Edge Intelligence-Assisted Smoke Detection In Foggy Surveillance Environments;Victor Hugo Costa De Albuquerque
2020;Eliciting Correlated Weights For Multi-Criteria Group Decision Making With Generalized Canonical Correlation Analysis;Francisco J Dos Santos
2020;Eliciting Correlated Weights For Multi-Criteria Group Decision Making With Generalized Canonical Correlation Analysis;André Luís Vasconcelos Coelho
2020;Energy-Efficient Monitoring Of Fire Scenes For Intelligent Networks;Khan Muhammad
2020;Energy-Efficient Monitoring Of Fire Scenes For Intelligent Networks;Joel J P C Rodrigues
2020;Energy-Efficient Monitoring Of Fire Scenes For Intelligent Networks;Sergey Kozlov
2020;Energy-Efficient Monitoring Of Fire Scenes For Intelligent Networks;Francesco Piccialli
2020;Energy-Efficient Monitoring Of Fire Scenes For Intelligent Networks;Victor Hugo Costa De Albuquerque
2020;Enhancing Key Management In Lorawan With Permissioned Blockchain;Victor Pasknel De Alencar Ribeiro
2020;Enhancing Key Management In Lorawan With Permissioned Blockchain;Raimir Holanda Filho
2020;Enhancing Key Management In Lorawan With Permissioned Blockchain;Alex Ramos
2020;Enhancing Key Management In Lorawan With Permissioned Blockchain;Joel J P C Rodrigues
2020;Gqm: Autonomous Goods Quantity Monitoring In Iiot Based On Battery-Free Rfid;Song Xu
2020;Gqm: Autonomous Goods Quantity Monitoring In Iiot Based On Battery-Free Rfid;Fu Xiao
2020;Gqm: Autonomous Goods Quantity Monitoring In Iiot Based On Battery-Free Rfid;Nana Si
2020;Gqm: Autonomous Goods Quantity Monitoring In Iiot Based On Battery-Free Rfid;Lijuan Sun
2020;Gqm: Autonomous Goods Quantity Monitoring In Iiot Based On Battery-Free Rfid;Wanqing Wu
2020;Gqm: Autonomous Goods Quantity Monitoring In Iiot Based On Battery-Free Rfid;Victor Hugo Costa De Albuquerque
2020;Indforg: Industrial Forgery Detection Using Automatic Rotation Angle Detection And Correction;Nasir N Hurrah
2020;Indforg: Industrial Forgery Detection Using Automatic Rotation Angle Detection And Correction;Nazir A Loan
2020;Indforg: Industrial Forgery Detection Using Automatic Rotation Angle Detection And Correction;Shabir Ahamd Parah
2020;Indforg: Industrial Forgery Detection Using Automatic Rotation Angle Detection And Correction;Javaid A Sheikh
2020;Indforg: Industrial Forgery Detection Using Automatic Rotation Angle Detection And Correction;Khan Muhammad
2020;Indforg: Industrial Forgery Detection Using Automatic Rotation Angle Detection And Correction;Antonio Roberto L De Macedo
2020;Indforg: Industrial Forgery Detection Using Automatic Rotation Angle Detection And Correction;Victor Hugo Costa De Albuquerque
2020;Industrial Cyber-Physical Systems-Based Cloud Iot Edge For Federated Heterogeneous Distillation;Chengjia Wang
2020;Industrial Cyber-Physical Systems-Based Cloud Iot Edge For Federated Heterogeneous Distillation;Guang Yang
2020;Industrial Cyber-Physical Systems-Based Cloud Iot Edge For Federated Heterogeneous Distillation;Giorgos Papanastasiou
2020;Industrial Cyber-Physical Systems-Based Cloud Iot Edge For Federated Heterogeneous Distillation;Heye Zhang
2020;Industrial Cyber-Physical Systems-Based Cloud Iot Edge For Federated Heterogeneous Distillation;Joel Rodrigues
2020;Industrial Cyber-Physical Systems-Based Cloud Iot Edge For Federated Heterogeneous Distillation;Victor Hugo Costa De Albuquerque
2020;Industrial Pervasive Edge Computing-Based Intelligence Iot For Surveillance Saliency Detection;Jinglin Zhang
2020;Industrial Pervasive Edge Computing-Based Intelligence Iot For Surveillance Saliency Detection;Chenchu Xu
2020;Industrial Pervasive Edge Computing-Based Intelligence Iot For Surveillance Saliency Detection;Zhifan Gao
2020;Industrial Pervasive Edge Computing-Based Intelligence Iot For Surveillance Saliency Detection;Joel J P C Rodrigues
2020;Industrial Pervasive Edge Computing-Based Intelligence Iot For Surveillance Saliency Detection;Victor Hugo Costa De Albuquerque
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Plácido Rogerio Pinheiro
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Pedro Gabriel Caliope Dantas Pinheiro
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Raimir Holanda Filho
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Joao P A Barrozo
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Joel J P C Rodrigues
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Luana I C C Pinheiro
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Maria L D Pereira
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Placido Rogério Pinheiro
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Pedro G C D Pinheiro
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Raimir Holanda Filho
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Joao P A Barrozo
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Joel J P C Rodrigues
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Luana I C C Pinheiro
2020;Integration Of The Mobile Robot And Internet Of Things To Monitor Older People;Maria L D Pereira
2020;Intelligent Embedded Vision For Summarization Of Multiview Videos In Iiot;Tanveer Hussain
2020;Intelligent Embedded Vision For Summarization Of Multiview Videos In Iiot;Khan Muhammad
2020;Intelligent Embedded Vision For Summarization Of Multiview Videos In Iiot;Javier Del Ser
2020;Intelligent Embedded Vision For Summarization Of Multiview Videos In Iiot;Sung Wook Baik
2020;Intelligent Embedded Vision For Summarization Of Multiview Videos In Iiot;Victor Hugo Costa De Albuquerque
2020;Intelligent Sensory Pen For Aiding In The Diagnosis Of Parkinson's Disease From Dynamic Handwriting Analysis;Eugênio Peixoto Júnior
2020;Intelligent Sensory Pen For Aiding In The Diagnosis Of Parkinson's Disease From Dynamic Handwriting Analysis;Italo L D Delmiro
2020;Intelligent Sensory Pen For Aiding In The Diagnosis Of Parkinson's Disease From Dynamic Handwriting Analysis;Naercio Magaia
2020;Intelligent Sensory Pen For Aiding In The Diagnosis Of Parkinson's Disease From Dynamic Handwriting Analysis;Fernanda M Maia
2020;Intelligent Sensory Pen For Aiding In The Diagnosis Of Parkinson's Disease From Dynamic Handwriting Analysis;Mohammad Mehedi Hassan
2020;Intelligent Sensory Pen For Aiding In The Diagnosis Of Parkinson's Disease From Dynamic Handwriting Analysis;Victor Hugo Costa De Albuquerque
2020;Intelligent Sensory Pen For Aiding In The Diagnosis Of Parkinson's Disease From Dynamic Handwriting Analysis;Giancarlo Fortino
2020;Learning Keyphrases From Corpora And Knowledge Models;Raquel Silveira
2020;Learning Keyphrases From Corpora And Knowledge Models;Joao Jose Vasco Peixoto Furtado
2020;Learning Keyphrases From Corpora And Knowledge Models;V Pinheiro
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Zhifan Gao
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Xin Wang
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Shanhui Sun
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Dan Wu
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Junjie Bai
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Youbing Yin
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Xin Liu
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Heye Zhang
2020;Learning Physical Properties In Complex Visual Scenes: An Intelligent Machine For Perceiving Blood Flow Dynamics From Static Ct Angiography Imaging;Victor Hugo Costa De Albuquerque
2020;Link Optimization In Software Defined Iov Driven Autonomous Transportation System;Ali Hassan Sodhro
2020;Link Optimization In Software Defined Iov Driven Autonomous Transportation System;Joel J P C Rodrigues
2020;Link Optimization In Software Defined Iov Driven Autonomous Transportation System;Sandeep Pirbhulal
2020;Link Optimization In Software Defined Iov Driven Autonomous Transportation System;Noman Zahid
2020;Link Optimization In Software Defined Iov Driven Autonomous Transportation System;Antonio Roberto L De Macedo
2020;Link Optimization In Software Defined Iov Driven Autonomous Transportation System;Victor Hugo Costa De Albuquerque
2020;Mapeamento Sistemático Sobre Sistemas De Apoio Ao Professor Na Autoavaliação De Suas Aulas Presenciais;Antônio Plínio Feitosa Bastos
2020;Mapeamento Sistemático Sobre Sistemas De Apoio Ao Professor Na Autoavaliação De Suas Aulas Presenciais;Maria Elizabeth Sucupira Furtado
2020;Mobility Enabled Security For Optimizing Iot Based Intelligent Applications;Sandeep Pirbhulal
2020;Mobility Enabled Security For Optimizing Iot Based Intelligent Applications;Wanqing Wu
2020;Mobility Enabled Security For Optimizing Iot Based Intelligent Applications;Khan Muhammad
2020;Mobility Enabled Security For Optimizing Iot Based Intelligent Applications;Irfan Mehmood
2020;Mobility Enabled Security For Optimizing Iot Based Intelligent Applications;Guanglin Li
2020;Mobility Enabled Security For Optimizing Iot Based Intelligent Applications;Victor Hugo Costa De Albuquerque
2020;Monocular Vision Aided Depth Map From Rgb Images To Estimate Of Localization And Support To Navigation Of Mobile Robots;Suane Pires Pinheiro Da Silva
2020;Monocular Vision Aided Depth Map From Rgb Images To Estimate Of Localization And Support To Navigation Of Mobile Robots;Jefferson Silva Almeida
2020;Monocular Vision Aided Depth Map From Rgb Images To Estimate Of Localization And Support To Navigation Of Mobile Robots;Elene Firmeza Ohata
2020;Monocular Vision Aided Depth Map From Rgb Images To Estimate Of Localization And Support To Navigation Of Mobile Robots;Joel J P C Rodrigues
2020;Monocular Vision Aided Depth Map From Rgb Images To Estimate Of Localization And Support To Navigation Of Mobile Robots;Victor Hugo Costa De Albuquerque
2020;Monocular Vision Aided Depth Map From Rgb Images To Estimate Of Localization And Support To Navigation Of Mobile Robots;Pedro Pedrosa Reboucas Filho
2020;Multi-View Summarization And Activity Recognition Meet Edge Computing In Iot Environments;Tanveer Hussain
2020;Multi-View Summarization And Activity Recognition Meet Edge Computing In Iot Environments;Khan Muhammad
2020;Multi-View Summarization And Activity Recognition Meet Edge Computing In Iot Environments;Amin Ullah
2020;Multi-View Summarization And Activity Recognition Meet Edge Computing In Iot Environments;Javier Del Ser
2020;Multi-View Summarization And Activity Recognition Meet Edge Computing In Iot Environments;Amir H Gandomi
2020;Multi-View Summarization And Activity Recognition Meet Edge Computing In Iot Environments;Muhammad Sajjad
2020;Multi-View Summarization And Activity Recognition Meet Edge Computing In Iot Environments;Sung Wook Baik
2020;Multi-View Summarization And Activity Recognition Meet Edge Computing In Iot Environments;Victor Hugo Costa De Albuquerque
2020;Multiobjective 3-D Topology Optimization Of Next-Generation Wireless Data Center Network;Bin Cao
2020;Multiobjective 3-D Topology Optimization Of Next-Generation Wireless Data Center Network;Jianwei Zhao
2020;Multiobjective 3-D Topology Optimization Of Next-Generation Wireless Data Center Network;Po Yang
2020;Multiobjective 3-D Topology Optimization Of Next-Generation Wireless Data Center Network;Yu Gu
2020;Multiobjective 3-D Topology Optimization Of Next-Generation Wireless Data Center Network;Khan Muhammad
2020;Multiobjective 3-D Topology Optimization Of Next-Generation Wireless Data Center Network;Joel J P C Rodrigues
2020;Multiobjective 3-D Topology Optimization Of Next-Generation Wireless Data Center Network;Victor Hugo Costa De Albuquerque
